delta,local_std,local_stability,k_delta
2.0540000000e+00,3.6554687966e-16,3.6554687966e-16,1.3125730508e+01
2.0560000000e+00,3.4666702833e-16,3.4666702833e-16,1.3145312784e+01
2.0580000000e+00,3.4055249164e-16,3.4055249164e-16,1.3151884107e+01
2.0600000000e+00,3.8821742925e-16,3.8821742925e-16,1.3103511188e+01
2.0620000000e+00,3.8532024377e-16,3.8532024377e-16,1.3106277302e+01
2.0640000000e+00,3.1535379964e-16,3.1535379964e-16,1.3180271354e+01
2.0660000000e+00,3.1756683591e-16,3.1756683591e-16,1.3177689009e+01
2.0680000000e+00,2.9705657434e-16,2.9705657434e-16,1.3202343536e+01
2.0700000000e+00,2.9705657434e-16,2.9705657434e-16,1.3202343536e+01
2.0720000000e+00,2.8156398898e-16,2.8156398898e-16,1.3222122663e+01
2.0740000000e+00,2.8354685848e-16,2.8354685848e-16,1.3219531257e+01
2.0760000000e+00,2.6357834818e-16,2.6357834818e-16,1.3246497793e+01
2.0780000000e+00,2.6883991199e-16,2.6883991199e-16,1.3239199029e+01
2.0800000000e+00,2.7091592669e-16,2.7091592669e-16,1.3236358440e+01
2.0820000000e+00,1.5430974530e-16,1.5430974530e-16,1.3444200460e+01
2.0840000000e+00,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
2.0860000000e+00,1.8486887863e-16,1.8486887863e-16,1.3377479062e+01
2.0880000000e+00,1.7713031824e-16,1.7713031824e-16,1.3393269422e+01
2.0900000000e+00,1.7313137589e-16,1.7313137589e-16,1.3401701695e+01
2.0920000000e+00,1.5789882379e-16,1.5789882379e-16,1.3435710013e+01
2.0940000000e+00,1.7713031824e-16,1.7713031824e-16,1.3393269422e+01
2.0960000000e+00,1.8334729820e-16,1.8334729820e-16,1.3380530945e+01
2.0980000000e+00,1.9229626864e-16,1.9229626864e-16,1.3362933379e+01
2.1000000000e+00,1.9229626864e-16,1.9229626864e-16,1.3362933379e+01
2.1020000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
2.1040000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
2.1060000000e+00,2.1303030975e-16,2.1303030975e-16,1.3325121227e+01
2.1080000000e+00,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
2.1100000000e+00,2.4138793475e-16,2.4138793475e-16,1.3278973312e+01
2.1120000000e+00,2.2141289780e-16,2.2141289780e-16,1.3310869342e+01
2.1140000000e+00,1.9803771623e-16,1.9803771623e-16,1.3352069382e+01
2.1160000000e+00,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
2.1180000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
2.1200000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
2.1220000000e+00,2.7552977465e-16,2.7552977465e-16,1.3230122529e+01
2.1240000000e+00,3.0952586403e-16,3.0952586403e-16,1.3187159530e+01
2.1260000000e+00,3.6130739450e-16,3.6130739450e-16,1.3130038193e+01
2.1280000000e+00,3.5307250355e-16,3.5307250355e-16,1.3138551948e+01
2.1300000000e+00,3.4545277931e-16,3.4545277931e-16,1.3146608471e+01
2.1320000000e+00,3.1267748137e-16,3.1267748137e-16,1.3183418613e+01
2.1340000000e+00,3.2324983172e-16,3.2324983172e-16,1.3171139206e+01
2.1360000000e+00,3.2669792749e-16,3.2669792749e-16,1.3167221082e+01
2.1380000000e+00,3.2669792749e-16,3.2669792749e-16,1.3167221082e+01
2.1400000000e+00,3.0771044741e-16,3.0771044741e-16,1.3189331728e+01
2.1420000000e+00,3.6401096161e-16,3.6401096161e-16,1.3127285335e+01
2.1440000000e+00,4.0689057669e-16,4.0689057669e-16,1.3086163382e+01
2.1460000000e+00,3.5936382261e-16,3.5936382261e-16,1.3132029957e+01
2.1480000000e+00,3.2368285246e-16,3.2368285246e-16,1.3170644870e+01
2.1500000000e+00,3.2151191681e-16,3.2151191681e-16,1.3173129896e+01
2.1520000000e+00,3.1222919802e-16,3.1222919802e-16,1.3183948411e+01
2.1540000000e+00,3.2020229053e-16,3.2020229053e-16,1.3174637127e+01
2.1560000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
2.1580000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
2.1600000000e+00,2.7755575616e-16,2.7755575616e-16,1.3227417211e+01
2.1620000000e+00,2.7906559008e-16,2.7906559008e-16,1.3225413922e+01
2.1640000000e+00,2.3551386880e-16,2.3551386880e-16,1.3288070456e+01
2.1660000000e+00,1.7474193499e-16,1.7474193499e-16,1.3398282436e+01
2.1680000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
2.1700000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
2.1720000000e+00,1.8861913638e-16,1.8861913638e-16,1.3370063018e+01
2.1740000000e+00,2.0223686271e-16,2.0223686271e-16,1.3344321335e+01
2.1760000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
2.1780000000e+00,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
2.1800000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
2.1820000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
2.1840000000e+00,1.9374758182e-16,1.9374758182e-16,1.3360156866e+01
2.1860000000e+00,1.9302328926e-16,1.9302328926e-16,1.3361539903e+01
2.1880000000e+00,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
2.1900000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
2.1920000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
2.1940000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
2.1960000000e+00,2.3964083386e-16,2.3964083386e-16,1.3281655703e+01
2.1980000000e+00,1.9083391838e-16,1.9083391838e-16,1.3365752284e+01
2.2000000000e+00,2.8404041300e-16,2.8404041300e-16,1.3218889049e+01
2.2020000000e+00,3.0450742617e-16,3.0450742617e-16,1.3193195674e+01
2.2040000000e+00,3.0080507057e-16,3.0080507057e-16,1.3197712956e+01
2.2060000000e+00,3.1267748137e-16,3.1267748137e-16,1.3183418613e+01
2.2080000000e+00,3.0861949060e-16,3.0861949060e-16,1.3188242435e+01
2.2100000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
2.2120000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.2140000000e+00,2.7297615353e-16,2.7297615353e-16,1.3233560891e+01
2.2160000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.2180000000e+00,3.3390692614e-16,3.3390692614e-16,1.3159161292e+01
2.2200000000e+00,3.3390692614e-16,3.3390692614e-16,1.3159161292e+01
2.2220000000e+00,2.7755575616e-16,2.7755575616e-16,1.3227417211e+01
2.2240000000e+00,2.3432138586e-16,2.3432138586e-16,1.3289944936e+01
2.2260000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
2.2280000000e+00,2.5050009836e-16,2.5050009836e-16,1.3265290409e+01
2.2300000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.2320000000e+00,2.6090777931e-16,2.6090777931e-16,1.3250258304e+01
2.2340000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.2360000000e+00,2.4138793475e-16,2.4138793475e-16,1.3278973312e+01
2.2380000000e+00,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
2.2400000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
2.2420000000e+00,1.7948692274e-16,1.7948692274e-16,1.3388388926e+01
2.2440000000e+00,1.9083391838e-16,1.9083391838e-16,1.3365752284e+01
2.2460000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
2.2480000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
2.2500000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
2.2520000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
2.2540000000e+00,1.8787507377e-16,1.8787507377e-16,1.3371522588e+01
2.2560000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
2.2580000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
2.2600000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
2.2620000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
2.2640000000e+00,2.4369791978e-16,2.4369791978e-16,1.3275456354e+01
2.2660000000e+00,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
2.2680000000e+00,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
2.2700000000e+00,2.4994032091e-16,2.4994032091e-16,1.3266116517e+01
2.2720000000e+00,2.4994032091e-16,2.4994032091e-16,1.3266116517e+01
2.2740000000e+00,2.4369791978e-16,2.4369791978e-16,1.3275456354e+01
2.2760000000e+00,2.0837698054e-16,2.0837698054e-16,1.3333276766e+01
2.2780000000e+00,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
2.2800000000e+00,2.0567067112e-16,2.0567067112e-16,1.3338104092e+01
2.2820000000e+00,1.7948692274e-16,1.7948692274e-16,1.3388388926e+01
2.2840000000e+00,1.8258175290e-16,1.8258175290e-16,1.3382076014e+01
2.2860000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
2.2880000000e+00,1.2412670766e-16,1.2412670766e-16,1.3524575275e+01
2.2900000000e+00,1.2525004918e-16,1.2525004918e-16,1.3521248434e+01
2.2920000000e+00,1.3801883203e-16,1.3801883203e-16,1.3485400499e+01
2.2940000000e+00,1.3072203771e-16,1.3072203771e-16,1.3505458074e+01
2.2960000000e+00,1.3493995776e-16,1.3493995776e-16,1.3493731297e+01
2.2980000000e+00,1.3597399555e-16,1.3597399555e-16,1.3490912392e+01
2.3000000000e+00,1.3902997252e-16,1.3902997252e-16,1.3482705055e+01
2.3020000000e+00,1.3597399555e-16,1.3597399555e-16,1.3490912392e+01
2.3040000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
2.3060000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
2.3080000000e+00,1.9156648890e-16,1.9156648890e-16,1.3364337452e+01
2.3100000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
2.3120000000e+00,2.1434127787e-16,2.1434127787e-16,1.3322855742e+01
2.3140000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
2.3160000000e+00,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
2.3180000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.3200000000e+00,2.7297615353e-16,2.7297615353e-16,1.3233560891e+01
2.3220000000e+00,2.7297615353e-16,2.7297615353e-16,1.3233560891e+01
2.3240000000e+00,2.8305244335e-16,2.8305244335e-16,1.3220175707e+01
2.3260000000e+00,2.6357834818e-16,2.6357834818e-16,1.3246497793e+01
2.3280000000e+00,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
2.3300000000e+00,3.0679871075e-16,3.0679871075e-16,1.3190427486e+01
2.3320000000e+00,2.9134341452e-16,2.9134341452e-16,1.3209514716e+01
2.3340000000e+00,3.0127035324e-16,3.0127035324e-16,1.3197142215e+01
2.3360000000e+00,3.0679871075e-16,3.0679871075e-16,1.3190427486e+01
2.3380000000e+00,2.6090777931e-16,2.6090777931e-16,1.3250258304e+01
2.3400000000e+00,2.6090777931e-16,2.6090777931e-16,1.3250258304e+01
2.3420000000e+00,2.8156398898e-16,2.8156398898e-16,1.3222122663e+01
2.3440000000e+00,2.7348878525e-16,2.7348878525e-16,1.3232868077e+01
2.3460000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
2.3480000000e+00,2.4937928693e-16,2.4937928693e-16,1.3266946337e+01
2.3500000000e+00,2.1104858938e-16,2.1104858938e-16,1.3328572443e+01
2.3520000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
2.3540000000e+00,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
2.3560000000e+00,2.4768856041e-16,2.4768856041e-16,1.3269458412e+01
2.3580000000e+00,2.5050009836e-16,2.5050009836e-16,1.3265290409e+01
2.3600000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
2.3620000000e+00,2.2141289780e-16,2.2141289780e-16,1.3310869342e+01
2.3640000000e+00,2.8989753257e-16,2.8989753257e-16,1.3211351892e+01
2.3660000000e+00,2.9134341452e-16,2.9134341452e-16,1.3209514716e+01
2.3680000000e+00,3.1579764757e-16,3.1579764757e-16,1.3179751988e+01
2.3700000000e+00,3.3095753273e-16,3.3095753273e-16,1.3162437532e+01
2.3720000000e+00,3.3641439760e-16,3.3641439760e-16,1.3156398627e+01
2.3740000000e+00,3.1042959111e-16,3.1042959111e-16,1.3186082940e+01
2.3760000000e+00,3.2063942696e-16,3.2063942696e-16,1.3174133348e+01
2.3780000000e+00,3.2063942696e-16,3.2063942696e-16,1.3174133348e+01
2.3800000000e+00,3.2281623015e-16,3.2281623015e-16,1.3171634870e+01
2.3820000000e+00,3.3766115072e-16,3.3766115072e-16,1.3155032643e+01
2.3840000000e+00,3.4301138632e-16,3.4301138632e-16,1.3149227447e+01
2.3860000000e+00,2.6037037858e-16,2.6037037858e-16,1.3251019685e+01
2.3880000000e+00,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
2.3900000000e+00,2.9893669801e-16,2.9893669801e-16,1.3200013730e+01
2.3920000000e+00,2.8844440296e-16,2.8844440296e-16,1.3213207533e+01
2.3940000000e+00,2.8941396671e-16,2.8941396671e-16,1.3211968369e+01
2.3960000000e+00,2.9326016819e-16,2.9326016819e-16,1.3207093243e+01
2.3980000000e+00,2.7091592669e-16,2.7091592669e-16,1.3236358440e+01
2.4000000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.4020000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.4040000000e+00,2.8255716310e-16,2.8255716310e-16,1.3220822414e+01
2.4060000000e+00,3.1312512295e-16,3.1312512295e-16,1.3182890330e+01
2.4080000000e+00,2.9038029316e-16,2.9038029316e-16,1.3210737467e+01
2.4100000000e+00,2.8502495811e-16,2.8502495811e-16,1.3217611295e+01
2.4120000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
2.4140000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
2.4160000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
2.4180000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.4200000000e+00,2.4598621336e-16,2.4598621336e-16,1.3272005138e+01
2.4220000000e+00,2.4598621336e-16,2.4598621336e-16,1.3272005138e+01
2.4240000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
2.4260000000e+00,2.9038029316e-16,2.9038029316e-16,1.3210737467e+01
2.4280000000e+00,2.5766656306e-16,2.5766656306e-16,1.3254874412e+01
2.4300000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
2.4320000000e+00,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
2.4340000000e+00,2.4427200283e-16,2.4427200283e-16,1.3274587483e+01
2.4360000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
2.4380000000e+00,3.0358607028e-16,3.0358607028e-16,1.3194314676e+01
2.4400000000e+00,3.0358607028e-16,3.0358607028e-16,1.3194314676e+01
2.4420000000e+00,3.2883462736e-16,3.2883462736e-16,1.3164813816e+01
2.4440000000e+00,3.2238204538e-16,3.2238204538e-16,1.3172131868e+01
2.4460000000e+00,3.2626890836e-16,3.2626890836e-16,1.3167706325e+01
2.4480000000e+00,2.7956705606e-16,2.7956705606e-16,1.3224750960e+01
2.4500000000e+00,2.9230336248e-16,2.9230336248e-16,1.3208300010e+01
2.4520000000e+00,3.0219876947e-16,3.0219876947e-16,1.3196005998e+01
2.4540000000e+00,2.9373740230e-16,2.9373740230e-16,1.3206492805e+01
2.4560000000e+00,3.3306690739e-16,3.3306690739e-16,1.3160091444e+01
2.4580000000e+00,2.9658468116e-16,2.9658468116e-16,1.3202930610e+01
2.4600000000e+00,3.1357212550e-16,3.1357212550e-16,1.3182363555e+01
2.4620000000e+00,3.0725491726e-16,3.0725491726e-16,1.3189878794e+01
2.4640000000e+00,2.9468955197e-16,2.9468955197e-16,1.3205297754e+01
2.4660000000e+00,3.0450742617e-16,3.0450742617e-16,1.3193195674e+01
2.4680000000e+00,3.0861949060e-16,3.0861949060e-16,1.3188242435e+01
2.4700000000e+00,3.3264610254e-16,3.3264610254e-16,1.3160558283e+01
2.4720000000e+00,3.1888728583e-16,3.1888728583e-16,1.3176156762e+01
2.4740000000e+00,2.9705657434e-16,2.9705657434e-16,1.3202343536e+01
2.4760000000e+00,2.9799811894e-16,2.9799811894e-16,1.3201174958e+01
2.4780000000e+00,2.8106608587e-16,2.8106608587e-16,1.3222776238e+01
2.4800000000e+00,2.8056729917e-16,2.8056729917e-16,1.3223432135e+01
2.4820000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.4840000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
2.4860000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.4880000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
2.4900000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
2.4920000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
2.4940000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
2.4960000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
2.4980000000e+00,2.4312248115e-16,2.4312248115e-16,1.3276329333e+01
2.5000000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.5020000000e+00,2.5383284040e-16,2.5383284040e-16,1.3260409913e+01
2.5040000000e+00,2.3372286282e-16,2.3372286282e-16,1.3290889361e+01
2.5060000000e+00,2.4138793475e-16,2.4138793475e-16,1.3278973312e+01
2.5080000000e+00,1.5339935538e-16,1.5339935538e-16,1.3446385511e+01
2.5100000000e+00,1.5878341795e-16,1.5878341795e-16,1.3433647034e+01
2.5120000000e+00,1.4397919844e-16,1.4397919844e-16,1.3469788272e+01
2.5140000000e+00,1.3493995776e-16,1.3493995776e-16,1.3493731297e+01
2.5160000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
2.5180000000e+00,1.3902997252e-16,1.3902997252e-16,1.3482705055e+01
2.5200000000e+00,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
2.5220000000e+00,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
2.5240000000e+00,1.6053798412e-16,1.6053798412e-16,1.3429588965e+01
2.5260000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
2.5280000000e+00,2.3372286282e-16,2.3372286282e-16,1.3290889361e+01
2.5300000000e+00,2.4312248115e-16,2.4312248115e-16,1.3276329333e+01
2.5320000000e+00,2.6569547736e-16,2.6569547736e-16,1.3243543575e+01
2.5340000000e+00,2.6987991553e-16,2.6987991553e-16,1.3237773272e+01
2.5360000000e+00,2.6987991553e-16,2.6987991553e-16,1.3237773272e+01
2.5380000000e+00,2.9752771909e-16,2.9752771909e-16,1.3201758322e+01
2.5400000000e+00,3.0450742617e-16,3.0450742617e-16,1.3193195674e+01
2.5420000000e+00,2.9705657434e-16,2.9705657434e-16,1.3202343536e+01
2.5440000000e+00,2.9278215618e-16,2.9278215618e-16,1.3207695641e+01
2.5460000000e+00,2.8404041300e-16,2.8404041300e-16,1.3218889049e+01
2.5480000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.5500000000e+00,2.4138793475e-16,2.4138793475e-16,1.3278973312e+01
2.5520000000e+00,2.3610785176e-16,2.3610785176e-16,1.3287140305e+01
2.5540000000e+00,2.8551595754e-16,2.8551595754e-16,1.3216975719e+01
2.5560000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
2.5580000000e+00,2.9182378322e-16,2.9182378322e-16,1.3208906364e+01
2.5600000000e+00,3.1267748137e-16,3.1267748137e-16,1.3183418613e+01
2.5620000000e+00,3.1133069486e-16,3.1133069486e-16,1.3185012591e+01
2.5640000000e+00,3.1446422438e-16,3.1446422438e-16,1.3181314491e+01
2.5660000000e+00,3.2063942696e-16,3.2063942696e-16,1.3174133348e+01
2.5680000000e+00,3.2497845278e-16,3.2497845278e-16,1.3169169751e+01
2.5700000000e+00,3.0312434215e-16,3.0312434215e-16,1.3194876730e+01
2.5720000000e+00,3.1357212550e-16,3.1357212550e-16,1.3182363555e+01
2.5740000000e+00,3.4301138632e-16,3.4301138632e-16,1.3149227447e+01
2.5760000000e+00,3.2063942696e-16,3.2063942696e-16,1.3174133348e+01
2.5780000000e+00,3.5188035889e-16,3.5188035889e-16,1.3139800891e+01
2.5800000000e+00,3.0219876947e-16,3.0219876947e-16,1.3196005998e+01
2.5820000000e+00,3.0588425652e-16,3.0588425652e-16,1.3191529786e+01
2.5840000000e+00,2.9987233942e-16,2.9987233942e-16,1.3198859759e+01
2.5860000000e+00,3.3558065556e-16,3.3558065556e-16,1.3157314930e+01
2.5880000000e+00,3.2883462736e-16,3.2883462736e-16,1.3164813816e+01
2.5900000000e+00,3.5148207878e-16,3.5148207878e-16,1.3140219090e+01
2.5920000000e+00,3.5188035889e-16,3.5188035889e-16,1.3139800891e+01
2.5940000000e+00,3.3222476468e-16,3.3222476468e-16,1.3161026305e+01
2.5960000000e+00,2.3964083386e-16,2.3964083386e-16,1.3281655703e+01
2.5980000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.6000000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.6020000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
2.6040000000e+00,2.6987991553e-16,2.6987991553e-16,1.3237773272e+01
2.6060000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
2.6080000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
2.6100000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
2.6120000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.6140000000e+00,2.4541614025e-16,2.4541614025e-16,1.3272861913e+01
2.6160000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
2.6180000000e+00,2.9134341452e-16,2.9134341452e-16,1.3209514716e+01
2.6200000000e+00,2.8892959153e-16,2.8892959153e-16,1.3212586912e+01
2.6220000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
2.6240000000e+00,2.8844440296e-16,2.8844440296e-16,1.3213207533e+01
2.6260000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
2.6280000000e+00,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
2.6300000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.6320000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.6340000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
2.6360000000e+00,2.5383284040e-16,2.5383284040e-16,1.3260409913e+01
2.6380000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.6400000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.6420000000e+00,2.1237179099e-16,2.1237179099e-16,1.3326264480e+01
2.6440000000e+00,2.1822693461e-16,2.1822693461e-16,1.3316221447e+01
2.6460000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.6480000000e+00,2.3788090183e-16,2.3788090183e-16,1.3284377639e+01
2.6500000000e+00,2.2826554541e-16,2.2826554541e-16,1.3299613883e+01
2.6520000000e+00,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
2.6540000000e+00,2.3905562948e-16,2.3905562948e-16,1.3282558564e+01
2.6560000000e+00,2.3905562948e-16,2.3905562948e-16,1.3282558564e+01
2.6580000000e+00,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
2.6600000000e+00,2.3551386880e-16,2.3551386880e-16,1.3288070456e+01
2.6620000000e+00,2.2014404553e-16,2.2014404553e-16,1.3312991604e+01
2.6640000000e+00,2.2077938320e-16,2.2077938320e-16,1.3311927424e+01
2.6660000000e+00,2.3312280313e-16,2.3312280313e-16,1.3291838642e+01
2.6680000000e+00,2.3729135718e-16,2.3729135718e-16,1.3285293942e+01
2.6700000000e+00,2.0702824805e-16,2.0702824805e-16,1.3335674653e+01
2.6720000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.6740000000e+00,2.2330265808e-16,2.2330265808e-16,1.3307731000e+01
2.6760000000e+00,2.1564427637e-16,2.1564427637e-16,1.3320617719e+01
2.6780000000e+00,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
2.6800000000e+00,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
2.6820000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
2.6840000000e+00,2.2267451996e-16,2.2267451996e-16,1.3308771198e+01
2.6860000000e+00,2.2579773729e-16,2.2579773729e-16,1.3303627838e+01
2.6880000000e+00,1.9590439315e-16,1.9590439315e-16,1.3356068846e+01
2.6900000000e+00,2.4427200283e-16,2.4427200283e-16,1.3274587483e+01
2.6920000000e+00,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
2.6940000000e+00,2.5875147970e-16,2.5875147970e-16,1.3253322851e+01
2.6960000000e+00,2.5105862770e-16,2.5105862770e-16,1.3264467982e+01
2.6980000000e+00,3.1712546414e-16,3.1712546414e-16,1.3178202597e+01
2.7000000000e+00,3.3222476468e-16,3.3222476468e-16,1.3161026305e+01
2.7020000000e+00,3.2583932436e-16,3.2583932436e-16,1.3168192846e+01
2.7040000000e+00,3.1042959111e-16,3.1042959111e-16,1.3186082940e+01
2.7060000000e+00,3.2755428002e-16,3.2755428002e-16,1.3166254406e+01
2.7080000000e+00,3.3516300679e-16,3.3516300679e-16,1.3157774793e+01
2.7100000000e+00,3.3516300679e-16,3.3516300679e-16,1.3157774793e+01
2.7120000000e+00,3.1624087256e-16,3.1624087256e-16,1.3179234078e+01
2.7140000000e+00,3.2238204538e-16,3.2238204538e-16,1.3172131868e+01
2.7160000000e+00,3.0679871075e-16,3.0679871075e-16,1.3190427486e+01
2.7180000000e+00,3.2583932436e-16,3.2583932436e-16,1.3168192846e+01
2.7200000000e+00,2.5050009836e-16,2.5050009836e-16,1.3265290409e+01
2.7220000000e+00,3.1624087256e-16,3.1624087256e-16,1.3179234078e+01
2.7240000000e+00,3.1490932613e-16,3.1490932613e-16,1.3180792186e+01
2.7260000000e+00,3.2883462736e-16,3.2883462736e-16,1.3164813816e+01
2.7280000000e+00,3.3890331734e-16,3.3890331734e-16,1.3153676690e+01
2.7300000000e+00,3.6091951742e-16,3.6091951742e-16,1.3130434831e+01
2.7320000000e+00,3.6208190213e-16,3.6208190213e-16,1.3129247465e+01
2.7340000000e+00,3.7425610525e-16,3.7425610525e-16,1.3117035764e+01
2.7360000000e+00,3.7425610525e-16,3.7425610525e-16,1.3117035764e+01
2.7380000000e+00,4.0447372541e-16,4.0447372541e-16,1.3088363311e+01
2.7400000000e+00,3.7835052561e-16,3.7835052561e-16,1.3113017837e+01
2.7420000000e+00,3.8203464879e-16,3.8203464879e-16,1.3109439534e+01
2.7440000000e+00,3.1800759509e-16,3.1800759509e-16,1.3177176846e+01
2.7460000000e+00,3.3890331734e-16,3.3890331734e-16,1.3153676690e+01
2.7480000000e+00,3.3516300679e-16,3.3516300679e-16,1.3157774793e+01
2.7500000000e+00,3.0952586403e-16,3.0952586403e-16,1.3187159530e+01
